species,year,ssp,suitability,range,centroid_x,centroid_y,runtime,suitability_change,range_change,distance_change
Libellula incesta,2100,ssp2,0.0704148589913744,3816256,-84.1622591215886,38.4021416198674,947.807099819183,1.02574917645227,0.927880375649637,133.058192661368
Libellula incesta,2100,ssp5,0.0610257926379001,2614112,-81.3690026503505,39.8795168863487,947.706620931625,0.88897652338324,0.635592377594748,424.268885878643
Libellula pulchella,2050,ssp1,0.131027753646962,4827267,-90.9549183037082,40.7654992030932,666.631239891052,1.0089211285625,0.969062965734769,35.8969044746872
Libellula pulchella,2050,ssp2,0.135616521052068,4920329,-91.5229889360675,41.238755621236,660.514538049698,1.0442548976321,0.987744952398695,79.5820895907293
Libellula pulchella,2050,ssp5,0.137595558617231,4717959,-91.6105613406594,41.7584070153232,648.743803024292,1.059493599038,0.947119631202302,137.391202933152
Libellula pulchella,2075,ssp1,0.132384205565437,4658716,-90.6878541170941,41.0831657624909,649.203940153122,1.01936588520632,0.93522673253334,77.0318145091647
Libellula pulchella,2075,ssp2,0.140554982977392,4589237,-91.2926384529469,41.8614079957287,649.242143154144,1.08228133432493,0.921278979944497,145.828290576658
Libellula pulchella,2075,ssp5,0.140581885272737,3880132,-90.3647917646963,42.907131392681,648.384592056274,1.08248848352367,0.778927750083511,272.569092082024
Libellula pulchella,2100,ssp1,0.133661220403844,4696896,-90.6789035591683,41.1117761779119,677.655168056488,1.02919897183182,0.942891281445127,79.9684421255471
Libellula pulchella,2100,ssp2,0.146680725359765,4358174,-90.998799291063,42.4220051468773,774.983768939972,1.12944989782149,0.874893603695043,209.308035634169
Libellula pulchella,2100,ssp5,0.141448710535303,2602887,-90.5452379103869,44.4149531180945,674.708218097687,1.08916308716933,0.522523696263844,433.605372163209
Libellula vibrans,2050,ssp1,0.0526057716028979,4027934,-87.7178178366748,36.167054566959,593.957190036774,1.01568219295272,1.00443549824981,4.29913761353269
Libellula vibrans,2050,ssp2,0.0543682652053665,4199195,-87.5988806539974,36.2843316252611,574.126178026199,1.04971141280209,1.04714241148766,20.8180844565735
Libellula vibrans,2050,ssp5,0.0560106941221525,4456111,-86.9657087882488,36.9315030271822,642.727012872696,1.0814224922738,1.11120889084615,112.252443078148
Libellula vibrans,2075,ssp1,0.0548184902781181,4330262,-86.7393828187966,36.7540949509955,679.969516038895,1.05840410136612,1.07982625075839,112.632549927222
Libellula vibrans,2075,ssp2,0.0559970425655368,4491406,-86.6578106151206,37.0935761175256,667.55921792984,1.08115891581558,1.12001031383638,143.663483729219
Libellula vibrans,2075,ssp5,0.0564189917872326,4617273,-86.3875611841509,37.6208513905444,707.69213104248,1.08930567039684,1.15139744253764,204.220233426724
Libellula vibrans,2100,ssp1,0.0567065308035191,4318140,-87.3339632921973,36.558198609832,755.816017866135,1.09485730949884,1.07680341892704,59.3675207799233
Libellula vibrans,2100,ssp2,0.0603501164532343,4795240,-86.2247076142937,37.6805291078964,35259.1345160007,1.16520558023326,1.19577661367526,218.203584849223
Libellula vibrans,2100,ssp5,0.0504959699669124,4244793,-85.5311839960565,38.4238023471885,5403.11357188225,0.974947347953035,1.05851306697735,320.679318425992
Libellula cyanea,2050,ssp1,0.0480099154533082,3349159,-85.7048425119291,38.5854314871986,333.490962982178,1.04888096917062,1.00972869163584,37.0353839799238
Libellula cyanea,2050,ssp2,0.0461322957750821,3347449,-84.6410040394959,38.8822269350865,330.740291833878,1.00786028564647,1.00921314846136,93.2375236444756
Libellula cyanea,2050,ssp5,0.0473918170398557,3568818,-84.1920061491031,39.2163735383924,326.179583072662,1.03537726567889,1.07595307652651,146.936191859989
Libellula cyanea,2075,ssp1,0.0496329431189844,3625026,-84.7127519333687,39.0280255553027,335.000974178314,1.08433953673717,1.09289907111782,100.600575096989
Libellula cyanea,2075,ssp2,0.0467245749927026,3573706,-83.9314392160271,39.1664064597027,332.338654994965,1.02079991267834,1.0774267461387,161.12830572674
Libellula cyanea,2075,ssp5,0.044305219988983,2873987,-81.7343747555192,40.8921115403706,352.305651903152,0.967943843320391,0.86647039847568,427.259820126408
Libellula cyanea,2100,ssp1,0.0500399362666784,3533955,-84.8282344354978,39.0400721015935,354.711049795151,1.09323118678838,1.06544232699909,95.6984357167942
Libellula cyanea,2100,ssp2,0.0485392628581315,3436036,-82.8378298695797,40.1728838622288,358.29261803627,1.06044571394796,1.03592099828454,304.30733382991
Libellula cyanea,2100,ssp5,0.0382412417688095,1824274,-79.659715243172,43.0734307397259,411.713707923889,0.835463056954688,0.549995326947834,718.584720247319
Plathemis subornata,2050,ssp1,0.0276826766421233,4900993,-108.241835949209,38.466335924118,1056.67780208588,1.10234926440154,1.12460380089551,104.086939371919
Plathemis subornata,2050,ssp2,0.0290597219321147,5096108,-108.483774380596,39.2741252276093,1062.6080288887,1.15718445545239,1.16937576253914,180.398881970931
Plathemis subornata,2050,ssp5,0.0294417397318103,5246941,-108.370465888125,39.720993596624,1047.99085307121,1.1723967503445,1.20398657816375,230.959911890108
Plathemis subornata,2075,ssp1,0.0266626898907214,4535096,-108.465241518066,38.0853291843774,993.521684885025,1.06173246785246,1.04064343675374,58.3926185537261
Plathemis subornata,2075,ssp2,0.0368577960429203,5893603,-107.653359669745,39.6351888604636,1010.48489403725,1.46771083160183,1.35237253649805,242.177256331911
Plathemis subornata,2075,ssp5,0.0345579558219922,5887796,-107.776282906643,41.3378002657286,1032.32698488235,1.37612911034864,1.35104003627374,417.165002131131
Plathemis subornata,2100,ssp1,0.0241323808095014,4003145,-108.845421883332,37.6638103384075,1043.4976348877,0.960973267777596,0.918579578166271,4.28656882879873
Plathemis subornata,2100,ssp2,0.0399095600551214,5999277,-107.553877948012,39.4500328840609,1101.58843994141,1.58923483946666,1.37662096575633,228.307019662006
Plathemis subornata,2100,ssp5,0.0401283588241392,6608273,-109.112687055733,43.9908390431936,1100.0619161129,1.59794760468069,1.51636391505868,701.016666344917
Plathemis lydia,2050,ssp1,0.131289943024017,6787607,-89.8640466701111,38.1630660937181,1572.58968782425,1.01526637813059,1.00195723632739,9.94733874301359
Plathemis lydia,2050,ssp2,0.136671285336809,6945924,-89.7941598023867,38.3657311521603,1600.79915499687,1.05688034941847,1.02532730825166,29.6575755490602
Plathemis lydia,2050,ssp5,0.138965318865383,6962985,-89.7090930018628,38.6191720451275,1486.05472612381,1.07462013251396,1.02784577940194,58.1620104626562
Plathemis lydia,2075,ssp1,0.133943391156135,6861186,-89.5978999727901,38.3974927251119,1513.40778803825,1.03578551777375,1.01281865059191,37.0025595653792
Plathemis lydia,2075,ssp2,0.140986363494872,6941686,-89.4597700780412,38.643558976493,1542.51446700096,1.09024888985637,1.02470171299142,66.8386833791504
Plathemis lydia,2075,ssp5,0.146233321079759,7026526,-89.7481274617959,39.1653262978012,1643.02960991859,1.13082366276521,1.03722542745073,118.45496624754
Plathemis lydia,2100,ssp1,0.136658196426773,6949079,-89.8836859101402,38.3922474702145,1616.61060285568,1.05677913275267,1.02579303572831,33.7120268393174
Plathemis lydia,2100,ssp2,0.149849245391685,6977602,-89.2106090268949,39.0982194560335,1566.39190101624,1.15878563986113,1.03000347782547,121.727008211302
Plathemis lydia,2100,ssp5,0.150945451732478,6521132,-88.9367958674449,39.8978012114727,1560.24467992783,1.16726261392074,0.962621347471373,212.823748065338
Sympetrum vicinum,2050,ssp1,0.0906944886369454,4667099,-87.1402337699923,40.646709829564,872.535248994827,1.01084292911687,0.998614978008256,25.0141187492971
Sympetrum vicinum,2050,ssp2,0.0922588426620296,4603499,-87.128091408868,41.1383525307409,884.432834863663,1.02827856637176,0.985006543175113,70.5938951661999
Sympetrum vicinum,2050,ssp5,0.0897900227431753,4291810,-86.8639929654072,41.79625311737,870.860415935516,1.00076212964288,0.918314728006758,146.893479872711
Sympetrum vicinum,2075,ssp1,0.0923482532189404,4655744,-86.6314024759056,41.1711397343439,780.078668832779,1.02927509913356,0.996185358864697,95.6223645763877
Sympetrum vicinum,2075,ssp2,0.091140442821766,4278375,-86.4291733498021,42.0467167630184,670.475072145462,1.01581334839163,0.915440053132807,186.309801215405
Sympetrum vicinum,2075,ssp5,0.0871638574745672,3451316,-86.5599164318635,43.5621624153734,673.692566871643,0.971491987296176,0.738474982304755,343.141258002343
Sympetrum vicinum,2100,ssp1,0.0952150692839727,4767682,-86.5705857388859,41.1903624851192,733.482182025909,1.06122743484844,1.02013663210923,100.682136056457
Sympetrum vicinum,2100,ssp2,0.0985144505099615,4478769,-85.6494081136483,43.3245585172857,834.03752207756,1.0980009613645,0.958318177188669,341.919985144113
Sympetrum vicinum,2100,ssp5,0.080886785561029,2682502,-88.3568785192542,46.0005527371353,875.819082021713,0.901530362783819,0.573972541773188,611.98794700455
Sympetrum corruptum,2050,ssp1,0.135540774692818,4671758,-104.708340496642,35.2035838644109,1453.83896803856,0.972781776150093,0.830999080908675,198.941482814293
Sympetrum corruptum,2050,ssp2,0.147381311427434,5594860,-103.330851023522,35.9773490737609,1241.21439003944,1.05776180065839,0.995197850105401,120.636789392859
Sympetrum corruptum,2050,ssp5,0.156611528100402,6433393,-103.001016489622,36.7788851108766,1262.43773818016,1.12400744953955,1.14435372511254,189.982446450563
Sympetrum corruptum,2075,ssp1,0.136080586861252,4476265,-105.080272530907,35.6877820840446,1247.0902659893,0.976656030529904,0.796225339776519,240.549293167215
Sympetrum corruptum,2075,ssp2,0.157242054680821,6097674,-103.751230417477,36.7480642854195,1221.35950899124,1.12853276502634,1.08463698027182,212.611359506804
Sympetrum corruptum,2075,ssp5,0.173436479447232,7400886,-103.275728590192,38.3843426973927,1243.58547210693,1.24476082498617,1.31644863965768,369.395314793146
Sympetrum corruptum,2100,ssp1,0.134886781756129,4126260,-105.19676167432,36.4302193071399,1211.19669485092,0.968088041648543,0.733967441718991,282.271072378982
Sympetrum corruptum,2100,ssp2,0.15845588019702,5843130,-104.370139582889,37.3100309063203,1205.09900689125,1.1372444412305,1.03935941451375,294.969175761718
Sympetrum corruptum,2100,ssp5,0.195013882098961,7974478,-103.595246659031,39.7368102477105,1245.520788908,1.39962274106881,1.41847755999486,522.065446324762
Sympetrum semicinctum,2050,ssp1,0.101347267844428,6762058,-97.189510039914,43.2004965680937,315.116270065308,1.01746594426659,1.00841772533215,40.7361419937464
Sympetrum semicinctum,2050,ssp2,0.103706264142369,7002371,-97.50388933235,44.0233613065378,312.540385007858,1.04114885597063,1.04425531927585,126.180718808005
Sympetrum semicinctum,2050,ssp5,0.104776014309221,6965753,-97.9511346306534,44.8240141456244,314.33062005043,1.0518885077323,1.03879452017206,218.794146728589
Sympetrum semicinctum,2075,ssp1,0.101824529262062,6708246,-97.2428568901763,43.7046351671662,314.18593120575,1.02225736340677,1.00039280530994,92.2657203748264
Sympetrum semicinctum,2075,ssp2,0.106413180156153,6920265,-98.0814150910437,45.0916755705301,314.034716129303,1.06832467349975,1.0320109484414,249.979552283666
Sympetrum semicinctum,2075,ssp5,0.105830886820197,6021651,-97.191439840507,46.7035617089462,312.617961883545,1.06247879672863,0.898001703647631,424.483418343502
Sympetrum semicinctum,2100,ssp1,0.10315604559906,6765934,-96.9784028260822,43.8974936208384,315.161159038544,1.03562499093087,1.00899574863562,118.499258975319
Sympetrum semicinctum,2100,ssp2,0.109311899931579,6756153,-97.4119947147014,45.8592937398972,315.275129079819,1.09742608606073,1.0075371196544,330.153410189013
Sympetrum semicinctum,2100,ssp5,0.11039494316142,5293044,-97.67035005624,50.2511910164368,314.818428039551,1.10829919222302,0.789345402030419,818.649873439246
Sympetrum obtrusum,2050,ssp1,0.0937932523153596,5151095,-94.9152635392211,45.5318380656268,334.936872005463,1.08993605293092,1.10595977008656,123.507462928885
Sympetrum obtrusum,2050,ssp2,0.0931142471202561,5050441,-95.1495233950697,46.5870786525094,334.85643696785,1.08204558934211,1.08434897185856,236.894248259046
Sympetrum obtrusum,2050,ssp5,0.0969279830395702,5277920,-95.1435227576647,47.9865953155863,341.496678113937,1.12636357781363,1.13318958196952,386.025432725382
Sympetrum obtrusum,2075,ssp1,0.0956776552273504,5083493,-94.8854101552813,46.4723108131527,335.094084978104,1.11183398931041,1.09144536249412,218.186807878814
Sympetrum obtrusum,2075,ssp2,0.097036986920036,5286126,-95.240569191668,48.5908917929417,331.88406085968,1.1276302708464,1.13495144151071,453.220939723688
Sympetrum obtrusum,2075,ssp5,0.108945899721949,6254086,-98.657016176004,52.1162576363467,347.007443904877,1.26601926039091,1.34277615044211,902.341485583236
Sympetrum obtrusum,2100,ssp1,0.100384800505868,5355070,-95.6470926707764,46.8031671141755,337.375478029251,1.16653395139499,1.14975398162865,274.405340638923
Sympetrum obtrusum,2100,ssp2,0.103712758876625,5651718,-97.0245759683097,49.980949984291,340.445301055908,1.20520690196872,1.2134454402169,639.025988811821
Sympetrum obtrusum,2100,ssp5,0.125889196775893,7125582,-100.886840806579,56.8233207282419,342.750470876694,1.46291093285921,1.52988967014838,1441.30678341806
Sympetrum ambiguum,2050,ssp1,0.0393412337193248,2790881,-89.1512916805431,36.6642119198554,226.384742021561,0.96149935897132,0.930885709978213,49.3708977520211
Sympetrum ambiguum,2050,ssp2,0.0435370996876544,3094237,-88.6810311344588,36.9914162409125,220.692759037018,1.06404628130886,1.03206872904501,64.6373925091285
Sympetrum ambiguum,2050,ssp5,0.0465548354522904,3053780,-88.2489943624197,37.703770172613,224.204584121704,1.13779971324094,1.01857448003597,149.160228812878
Sympetrum ambiguum,2075,ssp1,0.0414826742537271,2878754,-88.5281605264943,37.1339620200878,212.540911912918,1.01383614423313,0.960195350909845,81.878362946454
Sympetrum ambiguum,2075,ssp2,0.0461161070140149,2960957,-87.8813194614223,38.0231998873623,213.46439909935,1.12707719459361,0.987613789036494,193.291343352025
Sympetrum ambiguum,2075,ssp5,0.0500358345166443,2816669,-87.9936699901294,39.942955166845,215.015768051147,1.22287529558883,0.939487180513473,397.095114695817
Sympetrum ambiguum,2100,ssp1,0.0441295236270979,3070943,-89.0047384512107,36.9915583266156,213.208914041519,1.07852511646888,1.02429912090756,70.1493701088957
Sympetrum ambiguum,2100,ssp2,0.0487471100633182,2923181,-87.8369285315525,38.9707469850097,216.869682073593,1.1913788828275,0.975013775427839,294.314197781321
Sympetrum ambiguum,2100,ssp5,0.0531263915189281,2572797,-85.6714999764538,42.4416206015587,215.434448003769,1.29840847784134,0.858144780080131,718.573602289043
